hex_id,point_id,P_ij
56,1005,0.06385175884200814
56,1006,0.3007177274841669
57,310983,0.011175805814491091
57,310983,0.011175805814491091
57,5719,0.01683960963828279
57,157560,0.04119634682431306
57,50007996,0.025282880781935975
57,50009382,0.08030479300212938
57,143340,0.10371526862008965
57,310983,0.011175805814491091
57,310983,0.011175805814491091
57,171863,0.020482643450434584
57,50005901,0.014871525368629093
57,318076,0.008431029384551161
57,50001625,0.06990201953710178
57,311591,0.009346847555585248
57,105020,0.0822356187181221
57,302926,0.009297625408995834
57,309320,0.012112585751695335
57,314888,0.010877766101950676
57,50010294,0.10992918292149707
57,1200,0.16808318905796055
57,1201,0.08905479233331179
57,1202,0.05268281335228054
57,1205,0.030650238933169132
58,213578,0.012336634700378159
58,208642,0.012840865176944221
58,5426,0.0025139671464484183
58,50032032,0.012111114640228189
58,327229,0.034047409859784786
58,325414,0.002774708476256612
58,50008666,0.004079718127360388
58,312626,0.03148671764340858
58,164078,0.03641651937810277
58,213822,0.09414570971431753
58,213822,0.09414570971431753
58,50016554,0.033572125414631275
58,206678,0.020043284359560577
58,208163,0.022035679223254608
58,50007203,0.0250277557413164
58,155751,0.022735653135683234
58,304427,0.11629520497178562
58,315568,0.08547551442563514
58,151807,0.07903835301762613
58,213822,0.09414570971431753
58,213822,0.09414570971431753
58,160973,0.00496218088826133
58,316959,0.004776686461352052
58,158705,0.013352018681996387
58,205939,0.014353783573233718
58,208736,0.007927150230578604
58,50022480,0.008319053316774698
58,1194,0.002657231364580316
58,1195,0.002469641883569355
58,1196,0.003748458592061842
58,1197,0.0042908064338169905
58,1198,0.0037289242780994105
60,50005821,0.21925982478813164
60,50022734,0.381518205324891
60,50008516,0.18520657916363145
60,317386,0.04093499830325065
60,1090,0.1730803924200954
61,313489,0.01834968219682299
61,313489,0.01834968219682299
61,313489,0.01834968219682299
61,313489,0.03669936439364598
61,313489,0.017867685758921094
61,313489,0.017867685758921094
61,313489,0.017867685758921094
61,313489,0.03573537151784219
61,313489,0.04272597696686485
61,313489,0.04272597696686485
61,313489,0.04272597696686485
61,313489,0.0854519539337297
61,313489,0.07744539447001723
61,313489,0.07744539447001723
61,313489,0.07744539447001723
61,313489,0.15489078894003447
61,143568,0.14435079397100736
61,305044,0.012727236702705333
61,330065,0.025613478524276444
61,1048,0.035364793838879985
62,50004460,0.04645881474511
62,202818,0.06195629259226403
62,215368,0.21552895118991447
62,50013072,0.07961730100721758
62,144158,0.0670344947260919
62,349000,0.040662277030841416
62,1013,0.18279284303069643
62,1014,0.13141025679695323
62,1015,0.174538768880911
64,214020,0.5
64,307160,0.5
65,1204,1.0
66,208913,0.058052932441950277
66,310663,0.1406248211290711
66,207679,0.0844378028845525
66,50016366,0.15191882528055367
66,50001050,0.03538761811266252
66,50002790,0.08209484388927403
66,316637,0.04200115885405218
66,145033,0.047269419827491554
66,50016546,0.024359243765576
66,150368,0.027467951622971484
66,102612,0.0890594672184411
66,304602,0.08279953640320113
66,301928,0.04176398899809613
66,50009520,0.061663203445557896
66,1039,0.03109918612654851
67,313388,0.051282728310998914
67,320330,0.15388959559839724
67,150726,0.27804041892681697
67,50011399,0.08306610508066248
67,320010,0.06441345599515635
67,302990,0.0582654638001255
67,50006225,0.04011602584554617
67,309400,0.05054703918830688
67,209681,0.12953738789104682
67,50006622,0.09084177936294267
74,207915,0.20124276165227106
74,305325,0.43539223212916994
74,114495,0.36336500621855905
75,50018225,0.32250277302509917
75,212461,0.16053101957031785
75,50034058,0.30972831783750154
75,216142,0.20723788956708133
